len,pattern
235,shbwstair
152,shstair
190,hang
192,jan
82,hstair
55,jan
75,jan
212,hbwstair
210,stair
167,noa
91,jak
203,jan
71,bil
144,joe
183,mat
212,joe
139,test-1-nps
226,estair
137,jak
173,bil
161,noa
63,hstair
169,mat
102,test-1-nps
39,test-1-nps
165,test-1-nps
60,joe
190,joe
35,bwstair
138,joe
195,shstair
45,hbwstair
86,test-1-nps
109,jak
126,jan
109,shbwstair
226,jak
208,bwstair
85,hstair
88,noa
190,joe
39,jak
167,mat
72,estair
165,hbwstair
95,mat
30,jak
219,shstair
136,ebwstair
69,ebwstair
186,hang
148,jak
77,joe
54,test-1-nps
51,ebwstair
174,ebwstair
75,mat
41,test-1-nps
122,jan
135,jan
150,bil
197,mat
123,noa
117,noa
108,shbwstair
150,hstair
216,joe
187,hstair
37,mat
218,bwstair
237,mat
164,bil
35,stair
80,jan
115,bwstair
146,shbwstair
221,jan
206,shstair
132,bwstair
199,shbwstair
95,jan
173,shstair
125,jan
237,test-1-nps
50,stair
200,noa
91,ebwstair
124,jan
163,jan
156,test-1-nps
147,jan
152,bwstair
229,bwstair
78,jan
178,bil
129,shbwstair
65,mat
79,hang
222,hbwstair
239,jan
193,hang
153,hstair
92,joe
111,jan
79,joe
78,hstair
211,bil
206,mat
168,jak
120,ebwstair
109,noa
190,bwstair
98,test-1-nps
46,hstair
238,jan
157,bwstair
236,jan
118,hbwstair
143,joe
94,stair
114,ebwstair
183,bwstair
58,estair
115,jak
79,joe
58,hang
156,jak
46,hstair
113,estair
197,shbwstair
225,estair
82,bil
144,hstair
125,hbwstair
69,jan
102,hang
100,shbwstair
134,noa
168,hbwstair
133,hang
181,joe
62,joe
106,hstair
230,shbwstair
178,shbwstair
180,hstair
150,estair
195,test-1-nps
217,noa
216,mat
69,hbwstair
110,noa
133,shbwstair
206,mat
106,shbwstair
175,mat
85,hang
159,estair
103,joe
156,jak
95,noa
101,ebwstair
146,noa
195,jan
60,shstair
213,hang
169,jak
203,jak
130,ebwstair
54,ebwstair
95,noa
33,jan
87,test-1-nps
188,shstair
60,jak
156,shstair
81,ebwstair
137,hstair
207,hbwstair
137,jak
158,stair
60,jan
170,bwstair
204,shstair
157,noa
142,test-1-nps
145,bil
128,shbwstair
91,hstair
169,hstair
39,jak
231,test-1-nps
166,bil
110,bil
65,shbwstair
239,ebwstair
71,stair
74,bwstair
170,shbwstair
135,joe
171,joe
150,hbwstair
118,joe
47,ebwstair
235,noa
212,shbwstair
148,hang
105,estair
191,stair
216,jak
37,hbwstair
166,jak
138,test-1-nps
60,jak
126,hang
88,hbwstair
70,shstair
90,shbwstair
149,hbwstair
135,bwstair
233,test-1-nps
190,hbwstair
99,test-1-nps
126,bil
60,hbwstair
165,jan
72,hang
174,joe
170,hstair
157,test-1-nps
233,estair
68,jan
142,shbwstair
148,shbwstair
37,bwstair
36,estair
76,ebwstair
119,mat
171,shstair
61,jak
232,hbwstair
127,shbwstair
150,bwstair
169,shbwstair
183,ebwstair
207,hstair
108,bil
103,noa
92,jak
144,jan
101,hbwstair
220,shbwstair
73,joe
183,hang
33,hstair
66,shbwstair
69,test-1-nps
201,shstair
118,shstair
166,shbwstair
162,hbwstair
233,hbwstair
94,jan
43,ebwstair
206,estair
78,jan
126,shstair
206,bwstair
171,hbwstair
108,hstair
172,estair
188,shstair
219,noa
145,mat
156,bil
76,noa
151,estair
51,joe
54,joe
50,shbwstair
199,shstair
95,hbwstair
149,ebwstair
51,hbwstair
110,joe
213,mat
219,jak
88,jak
89,jan
129,hang
152,shbwstair
222,bwstair
93,mat
94,joe
196,jan
208,test-1-nps
55,hstair
155,shstair
48,noa
200,shbwstair
39,ebwstair
238,shstair
129,test-1-nps
209,hstair
138,jak
159,hang
99,shbwstair
146,stair
170,bil
215,hbwstair
177,hbwstair
202,ebwstair
234,noa
94,hang
148,bil
221,bil
74,joe
235,shbwstair
62,ebwstair
214,ebwstair
233,noa
214,bwstair
239,hstair
169,test-1-nps
66,mat
238,hang
232,stair
68,hang
98,mat
68,ebwstair
224,noa
151,jan
170,mat
180,noa
79,noa
128,hang
210,shstair
173,test-1-nps
102,hstair
84,estair
154,ebwstair
107,hstair
181,estair
181,shbwstair
140,hstair
95,estair
227,shbwstair
64,stair
106,bil
194,jan
218,ebwstair
220,test-1-nps
71,bwstair
93,shstair
61,hbwstair
69,mat
204,jan
143,ebwstair
179,shstair
33,ebwstair
96,bil
101,ebwstair
38,shstair
137,estair
38,estair
167,mat
109,ebwstair
230,hstair
202,jan
63,mat
120,mat
106,joe
33,bil
37,jan
203,ebwstair
116,ebwstair
230,hang
38,jan
102,joe
157,jak
88,stair
175,jak
168,shbwstair
144,bil
137,jak
113,hbwstair
57,estair
53,shstair
175,jak
170,hstair
78,test-1-nps
77,shstair
194,test-1-nps
136,mat
46,noa
176,bil
169,stair
95,jak
152,bil
168,hang
217,hbwstair
237,noa
96,test-1-nps
179,bil
207,stair
95,jan
167,hang
152,test-1-nps
75,bwstair
151,shbwstair
33,shbwstair
159,noa
101,ebwstair
30,jak
215,mat
81,estair
33,bil
205,bil
184,jak
133,hang
110,stair
81,jan
182,hstair
107,jak
89,test-1-nps
33,bil
178,test-1-nps
189,bil
145,mat
37,shbwstair
92,shstair
143,mat
235,estair
76,jak
227,mat
54,noa
48,shstair
121,bil
201,jan
213,bil
171,joe
160,jak
88,joe
182,shstair
161,ebwstair
62,estair
85,ebwstair
127,stair
145,bwstair
214,shstair
180,hang
144,hbwstair
112,test-1-nps
222,noa
208,jan
133,jan
46,jan
97,shstair
215,bwstair
86,stair
160,test-1-nps
177,hang
149,stair
101,jan
167,hbwstair
40,stair
218,hang
34,bwstair
144,noa
136,jak
123,noa
101,bwstair
163,noa
101,stair
185,shbwstair
174,jak
168,bil
191,joe
85,mat
175,estair
199,estair
186,hbwstair
114,stair
236,bwstair
72,shstair
202,stair
116,jan
216,estair
125,hang
108,shstair
162,shbwstair
48,estair
212,test-1-nps
134,bil
201,shstair
42,estair
118,hang
239,shstair
76,hstair
56,hang
110,bwstair
55,test-1-nps
154,shbwstair
53,hstair
175,shstair
80,hstair
146,bwstair
119,estair
146,noa
124,estair
201,bwstair
197,hbwstair
152,shstair
144,joe
112,jak
101,noa
36,hang
124,hstair
159,hang
141,mat
185,hstair
183,shstair
89,mat
213,hstair
145,shstair
102,shbwstair
112,hbwstair
201,mat
184,stair
97,hbwstair
77,jan
32,estair
235,estair
200,test-1-nps
225,hang
223,shbwstair
218,hbwstair
106,hang
143,jak
105,stair
123,jan
201,bil
119,shstair
63,noa
219,hang
127,estair
168,shbwstair
175,stair
235,shstair
98,mat
72,hang
142,test-1-nps
88,test-1-nps
91,mat
225,bwstair
124,shstair
187,ebwstair
195,mat
135,estair
94,estair
170,test-1-nps
140,jak
65,shstair
150,mat
78,shbwstair
30,hstair
44,estair
138,shbwstair
205,bil
105,ebwstair
120,estair
53,hstair
163,bil
39,hang
133,joe
218,shstair
175,hstair
100,jan
184,hstair
132,bwstair
184,estair
152,jan
187,estair
105,bil
159,noa
52,hstair
50,bwstair
86,estair
215,shstair
87,test-1-nps
64,bwstair
138,hstair
64,jak
231,noa
133,joe
190,jak
183,bwstair
74,hbwstair
194,stair
173,mat
204,estair
106,jak
108,test-1-nps
37,hstair
236,jan
166,hbwstair
180,test-1-nps
100,shstair
70,shbwstair
93,stair
169,shstair
66,bil
235,jan
230,joe
181,mat
226,mat
161,stair
221,hbwstair
107,joe
147,hbwstair
233,hbwstair
171,hang
214,bwstair
139,bil
194,noa
75,stair
134,mat
53,hstair
66,estair
51,noa
217,jan
93,shstair
229,noa
227,joe
97,shbwstair
213,hbwstair
38,mat
79,ebwstair
91,mat
112,stair
60,jan
103,estair
153,joe
33,hang
237,joe
50,noa
229,shstair
238,hstair
144,shbwstair
228,bil
64,jan
53,mat
88,test-1-nps
123,joe
133,noa
108,bil
182,bwstair
116,mat
171,jak
219,bwstair
47,estair
159,hang
53,bil
149,hang
78,bwstair
214,hstair
178,noa
165,estair
55,hbwstair
155,jak
31,hstair
172,estair
152,shbwstair
182,ebwstair
128,bil
103,joe
37,jan
30,noa
32,jak
135,test-1-nps
82,bil
62,bwstair
143,joe
96,hbwstair
116,test-1-nps
56,noa
150,bwstair
175,stair
166,bil
233,joe
161,hang
74,stair
37,shstair
94,bwstair
177,bwstair
75,stair
94,hang
171,jan
76,shstair
239,shstair
58,ebwstair
110,mat
190,mat
216,hang
101,hang
178,hbwstair
141,estair
96,hbwstair
131,noa
120,estair
107,jak
154,hang
227,test-1-nps
118,hbwstair
209,noa
185,joe
149,shbwstair
182,hang
226,bil
109,estair
84,hstair
197,hstair
158,hstair
126,hang
167,bil
58,bil
63,stair
32,hang
94,shstair
105,bwstair
97,noa
77,jak
118,mat
164,shstair
218,ebwstair
61,jak
146,joe
129,ebwstair
207,stair
232,hstair
157,mat
211,hbwstair
91,ebwstair
207,jak
110,ebwstair
32,stair
169,joe
145,hstair
85,joe
37,hstair
134,test-1-nps
53,ebwstair
223,ebwstair
170,bil
121,jak
103,bwstair
62,shstair
135,mat
153,noa
153,noa
214,joe
105,jak
77,estair
119,test-1-nps
34,mat
84,stair
173,estair
143,bil
234,test-1-nps
77,hstair
134,hang
73,stair
222,hbwstair
126,noa
237,mat
131,bil
67,jan
171,hbwstair
206,jan
206,hbwstair
124,noa
123,hang
47,bwstair
187,jan
155,jan
31,stair
198,mat
88,jak
102,bwstair
42,test-1-nps
169,shstair
49,hang
34,estair
83,hang
238,noa
120,jak
132,estair
154,stair
105,stair
55,joe
167,mat
35,joe
33,estair
217,hang
73,shstair
231,hbwstair
231,mat
135,ebwstair
57,jak
197,joe
97,hstair
133,shbwstair
159,mat
210,stair
125,hang
45,estair
41,test-1-nps
155,bil
204,noa
212,shbwstair
188,hbwstair
178,joe
82,jan
55,test-1-nps
159,bil
62,bwstair
171,hstair
145,jak
117,hang
64,bwstair
57,noa
221,shstair
234,noa
220,ebwstair
97,test-1-nps
231,estair
75,hang
77,hstair
201,joe
218,jak
51,jan
231,jak
160,test-1-nps
44,bil
169,test-1-nps
124,jan
225,jak
46,hbwstair
186,noa
88,shstair
188,jak
78,shstair
156,hang
217,shbwstair
174,jak
228,test-1-nps
82,shbwstair
30,hbwstair
81,noa
123,jan
213,bwstair
169,stair
123,estair
143,hang
196,joe
52,hbwstair
117,shbwstair
135,joe
123,bil
194,hstair
185,stair
211,hang
56,joe
51,bil
164,bil
109,shbwstair
208,hstair
52,stair
217,test-1-nps
80,estair
169,stair
238,stair
41,shbwstair
44,bil
154,bil
157,hang
62,bwstair
197,estair
127,hstair
184,hbwstair
139,bwstair
72,joe
135,jan
164,jan
159,jan
63,mat
203,jan
113,ebwstair
100,bwstair
141,joe
166,shstair
76,mat
92,bil
119,joe
136,mat
40,ebwstair
158,bil
213,bwstair
94,hbwstair
124,shstair
107,jak
203,shstair
177,bwstair
228,hbwstair
45,jan
132,bil
127,hstair
212,test-1-nps
222,joe
105,hstair
42,hbwstair
235,mat
205,jan
232,joe
95,mat
126,hbwstair
232,hbwstair
166,jan
204,bil
210,jak
122,hbwstair
185,joe
67,mat
123,shbwstair
125,shbwstair
214,jak
33,jak
171,estair
195,estair
111,bil
238,stair
33,shbwstair
218,shbwstair
220,mat
56,jak
215,test-1-nps
225,hang
217,shbwstair
217,jan
204,ebwstair
47,ebwstair
67,bwstair
73,bwstair
69,estair
114,noa
71,hbwstair
201,mat
200,hstair
139,noa
88,stair
90,mat
226,stair
47,joe
150,bwstair
52,bwstair
191,hang
35,shbwstair
100,ebwstair
98,bil
75,hstair
83,jan
198,hang
179,hstair
65,noa
224,stair
192,bil
158,stair
131,test-1-nps
190,test-1-nps
141,joe
49,hang
149,noa
124,stair
79,hstair
115,jan
41,shstair
81,ebwstair
105,noa
60,hbwstair
216,noa
156,noa
110,bwstair
200,hbwstair
74,ebwstair
79,mat
121,estair
49,stair
107,estair
114,mat
85,jak
165,shstair
147,mat
57,bwstair
223,test-1-nps
84,shbwstair
210,shbwstair
88,joe
64,hang
227,ebwstair
83,hstair
167,shbwstair
59,noa
172,jan
59,bwstair
100,ebwstair
